Song_id,Rank,Title,Artist,Lyric,Genre
134,35,Casual,Jesse Barrera,We can take the long wayWe’ll get there evenif it takes all nightWe’ll talk until the morningDon’t tell me that you’re fineif you’re not fineAnd if it’s only pleasurethat you’re seekingThen I’ll be penciling youin for the weekendForget about the white noiseIt’s chocolate and pajamastill the whole world fadesJust rightYes pleaseWe can sink into the sofafor the whole weekJust rightEasyIf we could just break downBreak down these wallsOver some take outDon’t you worrybout nothing at allI can get to know youWe can take it slowSavor every momentKeep it on the lowBaby just let goAnd we can keepthis whole thing casualYeah yeah yeahWell take it back to the beginningwhen we first metI find it funny how you hit mewith the silenceSaid lady whats the dealCuz I’m diggin’ your sex appealBut now when I’m with you I feelJust rightYes pleaseGirl we could kick it at the cribfor like the whole weekJust rightAt easeI’ll give you what you needIf we could just break downBreak down these wallsOver some take outDon’t you worry bout nothing at allI can get to know youWe can take it slowSavor every momentKeep it on the lowBaby just let goAnd we can keepthis whole thing casualRelaxation tilwe take it to the limitMeditation til we let it all goLazy days and hazy nightsand new beginningsIf you love me won’t you say soGirl won’t you say soRelaxation til we take it to the limitMeditation til we let it all goLazy days and hazy nightsand new beginningsBaby we can keep it casualRelaxation til we take it to the limitMeditation til we let it all goLazy days and hazy nightsmy head is spinningIf you love won’t you say soRelaxation til we take it to the limitMeditation til we let it all goLazy days and hazy nightsand new beginningsWe can keep it casual,R&B
135,36,You Come First (feat. Saweetie),Zak Abel,If only your walls happenedto talkThey'd say you hada lot of selfish loversGet what they wanthit and run awayNot gonna lieif I was your guyI would never treat youlike the othersIf you wanna rideI'mma take you all the waySo let me go downdown down downYou don't even need to ask meI'mma go roundround round round'Til you've had enoughLet me go down down down downYou know that it makes me happyHearing you loud loud loud loudWhen you feel my loveDarling yo-o-ou come firstLet me give youwhat yo-o-ou deserveIf I'mma love you make youFeel like you're the only oneThen yo-o-ou come firstWanna adore yalet me explore yaBring ya right backto mother natureI wanna knowhow to get you to that placeSo what do you likeTell me your viceI don't wanna love in moderationIf you wanna rideI'mma take you all the waySo let me go downdown down downYou don't even need to ask meI'mma go roundround round round'Til you feel my loveDarling yo-o-ou come firstLet me give youwhat yo-o-ou deserveIf I'mma love you make youFeel like you're the only oneThen yo-o-ou come firstLook uhI be going back and forthif I should keep youYou know I'm carefulwho I go and give the keys toI need a man to be aroundwhen I need himMake sure that I come firstin the sheets too ha-haEvery night you probablypray for thisBut understand you ain't dealingwith no basic bitchI be H-I-G-H maintenanceNow you seewhy Saweetie don't playwith tricks'Cos I be onto the nextif you don't come correctNah I'm all 'bout respectlike the ice on my neckI be running up a chequewatch a bitch workTry and keep up babybut I finish firstOh I'll be patient with your bodyI wait forever and a dayAnd if I ever fail you darlingLet me knowso I can learn from my mistakes'Cos darling yo-o-ou come firstLet me give youwhat yo-o-ou deserveIf I'mma love you make youFeel like you're the only oneThen yo-o-ou come first,R&B
136,37,Talking To The Moon,Bruno Mars,I know you're somewhere out there Somewhere far away I want you back I want you back My neighbors think I'm crazy But they don't understand You're all I had You're all I had At night when the starslight up my room I sit by myself Talking to the moon Tryin' to get to you In hopes you're on the other side Talking to me too Or am I a fool Who sits alone Talking to the moon I'm feeling like I'm famous The talk of the town They say I've gone mad Yeah I've gone mad But they don't know what I know 'Cause when the sun goes down Someone's talking back Yeah they're talking back At night when the stars light up my room I sit by myself Talking to the moon Tryin' to get to you In hopes you're on the other side Talking to me too Or am I a fool Who sits alone Talking to the moon Do you ever hear me calling 'Cause every nightI'm talkin' to the moon Still tryin' to get to you In hopes you're on the other side Talking to me too Or am I a fool Who sits alone Talking to the moon I know you're somewhere out there Somewhere far away,R&B
137,38,When I Was Your Man,Bruno Mars,Same bed but it feels just  A little bit bigger now Our song on the radio But it dont sound the same When our friendstalk about you All it does is just tear me down Cause my heart breaks a little When I hear your name It all just sounds like ooooohMmm too youngtoo dumb to realize That iShould've bought you flowers And held you hands Should've gave youall my hours When I had the chance Take you to every party Cause all youwanted to do was dance Now my baby is dancing But shes dancingwith another man My pride my ego myneeds and my selfish ways Cause the good strongwoman like youto walk out my life Now I nevernever get to clean up the messI made Ooh and it hunts me every timeI close my eyes It all just sounds like ooooohMmm too youngtoo dumb to realize That i Should've bought you flowers And held your hands Should've gave you all my hours When I had the chance Take you to every party Cause all youwanted to do was dance Now my baby is dancing But shes dancing with another man Although it hurts Ill be the first to say That I was wrooooong Oooh I knowim probably much too late To try and apologizefor my mistakes But I just want you to know I hope he buys you flowers I hope he hold you hands Give you all his hours When he has the chance Take you to every party Cause I remember how much You loved to dance Do all the thingsI should've done When I was your man Do all the thingsI should've done When I was your man,R&B
138,39,Make Up Your Mind,Jeff Bernat,Lady I’ma be real withchaI ain’t gonna act like it’s all ok‘Cause I don’t knowhow to feel witchaYou say you wanna gobut you end up stayingSo how do I even deal witchaDon’t know if I should callor just give you spaceDo I share another meal witchaBut I ain’t gonna lie girlI miss your faceAnd I knowI can’t keep on asking questionsI can’t keep on wondering whyYou got me running in circlesAnd losing sleep at nightI want you all for myselfDon’t care about no one elseI’m willing to hold you down butHow can I give you the best of meWhen you drain my energyGirl you can’t keep coming backand wasting my timeOne day you’ll tell me how you feelThen you go and dissapearDon’t know what you wantSo can you make up your mindCan you make up your mindGirl can you make up your mindGoing out of my way for yaStaying on the phonewhen you’re not okAnd be switching my days for yaI open my homewhen you need a spaceAnd be staying up late for yaAnd when you’re all aloneI be on my wayI would even go pray for yaBut I ain’t gonna lieyou been acting strangeSo I knowI can’t keep on asking questionsI can’t keep on wondering whyYou got me running in circlesAnd losing sleep at nightI want you all for myselfDon’t care about no one elseI’m willing to hold you down butHow can I give you the best of meWhen you drain my energyGirl you can’t keep coming backand wasting my timeOne day you’ll tell me how you feelThen you go and dissapearDon’t know what you wantSo can you make up your mindHow can I give you the best of meWhen you drain my energyGirl you can’t keep coming backand wasting my timeOne day you’ll tell me how you feelThen you go and dissapearDon’t know what you wantSo can you make up your mindCan you make up your mindGirl can you make up your mind,R&B
139,40,Myself,Bazzi,I think I'm losing my mindTrying to stay inside the linesIt's like I'm running in placeHow you keep staying the sameBaby I I guessI'm something differentAnd I'm okay with thatI can't fake no more smilesThat shit gon' drive me madI'm focused on the futureDon't care 'bout nothin' elseI'm better by myselfI'm better by myselfI don't need no one elseI'm better by myselfMyselfDon't wanna answer questionsJust want your companyIt's all good on the surfaceShow me what's underneathI'm not concerned with dramaI left that shit in schoolI'm more concerned with commasThan keeping up with youKeep that away from meI put the Heisman up to bad energyNo empathy especiallywhen the kid off HennessyFake friends to me make my moodgo south like TennesseeMake the fool come out likeWho is heI mean I'm trying to tell y'allI'm better by myselfI'm better by myselfI don't need no one elseI'm better by myselfMyselfI don't know who to trustThese days everyone's shadyFool me once I'm on my ownThere is no second time babyThat's the shit I don't likePlease no yes no maybesWhat elseI'm better by myselfI'm better by myselfI don't need no one elseI'm better by myselfMyself,R&B
140,41,Good Day,Surfaces,Spent all of our time outside all dayDoin' whatever we like our wayDidn't need a wallto build a new spaceEvery momentjust came together likeTwo feet hangin' in the waterA few trees stood a little tallerNew breeze feels so goodCan't help but remind meThat it was a good dayNot much to do but just lay aroundYeah it was a good dayI'm so glad the sun stayed aroundYeah it was a good dayNot much to do but just lay aroundYeah it was a good dayI'm so glad the sun stayed aroundNo more school no more rulesNo more room to feel these bluesYou and views all afternoonLook at all the timewe don't have to give upEverything we're given is enoughMoments fit together like a gloveAll my questionsanswered by this loveIt was a good dayNot much to do but just lay aroundYeah it was a good dayI'm so glad the sun stayed aroundYeah it was a good dayNot much to do but just lay aroundYeah it was a good dayI'm so glad the sun stayed around,R&B
141,42,Die For You,The Weeknd,I'm findin' ways to articulateThe feeling I'm goin' throughI just can't say I don't love you'Cause I love you yeahIt's hard for me to communicate the thoughts that I holdBut tonight I'm gon' let you knowLet me tell the truthBaby let me tell the truth yeahYou know what I'm thinkin'See it in your eyesYou hate that you want meHate it when you cryYou're scared to be lonely'Specially in the nightI'm scared that I'll miss youHappens every timeI don't want this feelin'I can't afford loveI try to find reason to pull us apartIt ain't workin' 'cause you're perfectAnd I know that you're worth itI can't walk away ohEven though we're going through itand it makes you feel aloneJust know that I would die for youBaby I would die for you yeahThe distance and the time between usIt'll never change my mind 'cause babyI would die for youBaby I would die for you yeahI'm finding ways to manipulate the feelin' you're goin' throughBut baby girl I'm not blamin' youJust don't blame me too yeah'Cause I can't take this pain foreverAnd you won't find no one that's better'Cause I'm right for you babeI think I'm right for you babeYou know what I'm thinkin'See it in your eyesYou hate that you want meHate it when you cryIt ain't workin' 'cause you're perfectAnd I know that you're worth itI can't walk away ohEven though we're going through itand it makes you feel aloneJust know that I would die for youBaby I would die for you yeahThe distance and the time between usIt'll never change my mind 'cause babyI would die for youBaby I would die for you yeahI would die for youI would lie for youKeep it real with youI would kill for you my babyI'm just sayin' yeahI would die for youI would lie for youKeep it real with youI would kill for you my babyNa-na-na na-na-na na-na-naEven though we're going through itIf it makes you feel aloneJust know that I would die for youBaby I would die for you yeahThe distance and the time between usIt'll never change my mind 'cause babyI would die for youBaby I would die for you yeah babeDie for you,R&B
142,43,Mine,Bazzi,Yeah I just had a lil' bit too much of HennessyJust gotta tell you how I feelYou so fuckin' precious when you smileHit it from the back and drive you wildGirl I lose myself up in those eyesI just had to let you know you're mineHands on your body I don't wanna waste no timeFeels like forever even if forever's tonightJust lay with me waste this night away with meYou're mine I can't look away I just gotta sayI'm so fucking happy you're aliveSwear to God I'm down if you're down all you gotta say is rightGirl anything I can do just to make you feel alrightOh I just had to let you know you're fineRunning circles 'round my mindEven when it's rainy all you ever do is shineYou on fire you a star just like MariahMan this feel incredible I'll turn into a bride you're mineHands on your body I don't wanna waste no timeFeels like forever even if forever's tonightJust lay with me waste this night away with meYou're mine I can't look away I just gotta say,R&B
143,44,Insecure (feat. Pink Sweat$),Bren Joy,So indecisiveI hate it then like itShow all my cardsthen try to hide em’Making it hardwhen this should be easyI’m falling apartso I can give you the piecesCan’t turn off my mindand think bout’ somebody elseSo obsessed with loving youI can’t help myselfWill you be there in the morningcallin’ making sure i’m goodAnd when I hit youin the eveningfeelin’ way to insecureAnd baby if I fall I wantto land right in your bedSo you can tell mein the morningyou trippin’ how couldyou be so in your headFeelings in my facethat I can’t ignoreCan’t say these are thingsthat I’ve faced beforeDon’t know what to dowhen I’m out with youLove you so hard its uncomfortableCan’t turn down my mindand think bout’ somebody elseSo obsessed with loving youI can’t help myselfWill you be there in the morningcallin’ making sure i’m goodAnd when I hit youin the eveningfeelin’ way to insecureBaby if I fall I wantto land right in your bedSo you can tell mein the morningyou trippin’ how couldyou be so in your headBaby if I fall I wantto land right in your bedSo you can tell mein the morningyou trippin’ how couldyou be so in your headWill you be there in the morningcallin’ making sure i’m goodAnd when I hit youin the eveningfeelin’ way to insecureAnd baby if I fall I wantto land right in your bedSo you can tell mein the morningyou trippin’ how couldyou be so in your head,R&B
144,45,P.D.A. (We Just Don't Care),John Legend,Let's go to the parkI wanna kiss youunderneath the starsMaybe we'll go too farWe just don't careWe just don't careWe just don't careYou know I love itwhen you're loving meSometimes it's betterwhen it's publiclyI'm not ashamedI don't care who seesUs hugging kissingOur love exibition ohWe rendezdous upon the fire escapeI like to set off an alarm todayThe love emergencyDon't make me waitJust follow l'll lead youI urgently need youLet's go to the parkI wanna kiss youunderneath the starsMaybe we'll go too farWe just don't careWe just don't careWe just don'tLet's make loveLet's go somewhereThey might discover usLet's get lost and lostWe just don't careWe just don't careWe just don't careI see you closing down the restaurantLet's sneak and do itwhen your boss is goneEverybody's leavingWe'll have some funOr maybe it's wrongBut you turning me on ohWe will take a visit toyour mama's houseCreep to the bedroomwhile your mama's outMaybe she hear itwhen we scream and shoutBut we'll keep it rockinguntil she comes knockingLet's go to the parkI wanna kiss youunderneath the starsMaybe we'll go too farWe just don't careWe just don't careWe just don'tLet's make loveLet's go somewhereThey might discover usLet's get lost and lostWe just don't careWe just don't careWe just don't careIf we keep upall this foolin' aroundWill be the talk of the townI'll tell the worldI'm in love any timeLet's open up blindsCause we really don't mindOh I don't careabout the proprietyLet's break the rules Ignore societyMaybe our neighbor's like to spyIt's trueSo what if they watchwhen we do what we doLet's go to the parkI wanna kiss youunderneath the starsMaybe we'll go too farWe just don't careWe just don't careWe just don'tLet's make loveLet's go somewhereThey might discover us,R&B
145,46,All Of Me,John Legend,What would I do without your smart mouthDrawing me in and you kickingme outGot my head spinning no kidding I can't pin you downWhat's going on in that beautiful mindI'm on your magical mystery rideAnd I'm so dizzy don't know what hit me but I'll be alrightMy head's under waterBut I'm breathing fineYou're crazy and I'm out of my mind'Cause all of meLoves all of youLove your curves and all your edgesAll your perfect imperfectionsGive your all to meI'll give my all to youYou're my end and my beginningEven when I lose I'm winning'Cause I give you all all of meAnd you give me all all of youHow many times do I have to tell youEven when you're crying you're beautiful tooThe world is beating you downI'm around through every moveYou're my downfall you're my museMy worst distraction my rhythm and bluesI can't stop singing it's ringing I my head for youMy head's under waterBut I'm breathing fineYou're crazy and I'm out of my mind'Cause all of meLoves all of youLove your curves and all your edgesAll your perfect imperfectionsGive your all to meI'll give my all to youYou're my end and my beginningEven when I lose I'm winning'Cause I give you all of meAnd you give me all all of yougive me all all of youCards on the table we're both showing heartsRisking it all though it's hard'Cause all of meLoves all of youLove your curves and all your edgesAll your perfect imperfectionsGive your all to meI'll give my all to youYou're my end and my beginningEven when I lose I'm winning'Cause I give you all of meAnd you give me all of youI give you all all of meAnd you give me all all of you,R&B
146,47,Finesse (Remix) (Feat. Cardi B),Bruno Mars,Drop top Porsche PorscheRollie' on my wrist wristDiamonds upand down my chain ahaCardi B straight stuntin'can't tell me nothin'Bossed upand I changed the gameyou see meIt's my big Bronx boogiegot all them girls shook shookMy big fat ass got all themboys hooked hookedI went from dollar billsnow we poppin' rubber bandsheyBruno sang to mewhile I do my money dance likeAye flexin' on the gram like ayeHit the Lil' Jon okay okayokay okayOh yeah we drippin' in finesseand getting paid owOoh don't we look good togetherThere's a reason why they watchall night long all night longYeah I know we'll turn headsforever foreverSo tonight I'm gonna show you offWhen I'm walkin' with youI watch the whole room changeBaby that's what you doNo my baby don't playBlame it on my confidenceOh blame it on your measurementsShut that shit down on sightThat's rightWe out here drippin' in finesseIt don't make no senseOut here drippin' in finesseYou know it you know itWe out here drippin' in finesseIt don't make no senseOut here drippin' in finesseYou know it you know itNow slow it down for me babyslow it down now'Cause I love the way it feelswhen we grind we grindYeah our connection'sso magnetic on the floorNothing can stop us tonightWhen I'm walkin' with youI watch the whole room changeBaby that's what you doNo my baby don't playBlame it on my confidenceOh blame it on your measurementsShut that shit down on sightThat's rightWe out here drippin' in finesseIt don't make no senseOut here drippin' in finesseYou know it you know itWe out here drippin' in finesseIt don't make no senseOut here drippin' in finesseYou know it you know itFellas grab your ladiesif your lady fineTell her she the oneshe the one for life wooLadies grab your fellasand let's do this rightdo this rightIf you're on one like mein mind owYeah we got it goin' ongot it goin' onDon't it feel so good to be usayeYeah we got it goin' ongot it goin' on yeahGirl we got it goin' onYeah we got it goin' ongot it goin' onDon't it feel so goodto be us ayeYeah we got it goin' ongot it goin' onWe out here drippin' in finessedrippin' on themIt don't make no senseOut here drippin' in finesseYou know it you know itWe out here drippin' in finesseIt don't make no senseOut here drippin' in finesseYou know it you know itYeah we got it goin' ongot it goin' onDon't it feel so good to be usayeYeah we got it goin' ongot it goin' onYou know it you know itYeah we got it goin' ongot it goin' onGirl we got itDon't it feel so good to be usayeYeah we got it goin' ongot it goin' onYou know it you know it,R&B
147,48,I Don't Do Drugs (Feat. Ariana Grande),Doja Cat,You know you got me fucked upGot me on stuck chasing that rushHad to give in couldn't give upI just want you but I don't do drugsStill I want you ooh-oohOoh-ooh ooh-ooh ooh-oohOoh-ooh ooh-ooh ooh-oohOoh-ooh ooh-ooh ooh-oohAll I want is you ooh-oohOoh-ooh ooh-ooh ooh-oohOoh-ooh ooh-ooh ooh-oohOoh-ooh ooh-ooh ooh-oohBaby I've been in my bagYou don't really hit me back'Cause I feel like I'm attachedShould've never kissed you backEver since I fell in lovenot quite like being trappedI don't like a sickness thatkeeps me addicted badHard for me to let you goLet you go let you goMy body wouldn't let mehide it Hide itNo matter whatI wouldn't foldWouldn't fold wouldn't foldFightin' throughthe thunder lightningOoh woah oh oh oh ohForgive me I brought itupon myselfOoh woah oh oh oh ohNeeded a fix of younot just a kiss from youI needеd moreYou know you got me fucked upGot mе on stuck chasing that rushHad to give in couldn't give upI just want you but I don't do drugsStill I want you ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohMy baby my babyAll I want is you ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohMy baby my babyTryna stay in my laneBut you play on the safe sideBut you fuckin' me upon this FaceTimeFaded pourin' all over youKnow exactly what I wanna doSo baby can you hit itfrom the backGot me purrin' like I'm Doja CatKeep me in your bag'Cause you wanna hear mesay I'm coming backBut this time I want supportjust make it last ooh-woah ohNa ah-ah ah-ahIt's hard for me tolet you go Let you goMy body wouldn't let me hide itNo matter whatI wouldn't fold Wouldn't foldRidin' through the thunderlightningOoh woah oh oh oh ohForgive me I brought it upon myselfOoh woah oh oh oh ohNeeded a fix of younot just some kiss from youI needed moreYou know you got me fucked upGot me on stuck chasing that rushHad to give in couldn't give upI couldn't give upI just want you but I don't do drugsStill I want you ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohAll I want is youOoh-ooh ooh-ooh ooh-oohAll I want is my babyOoh-ooh ooh-ooh ooh-oohMy baby my babyAll I want is you ooh-oohAll I really wanted is you yeah,R&B
148,49,Weight In Gold,Gallant,Black dust in orbit Cascades down like a parachuteBricks on my shouldersThis gravity hurtswhen you know the truthI'm pulling my weight in goldCall me anxiouscall me brokeBut I can't lift this on my ownPulling my weight in goldCall me anxiouscall me brokeBut I can't lift this on my ownWe dreamt like martyrsI never thoughtI was bold enoughYou pushed me furtherAnd I take the blame forthe both of usI'm pulling my weight in goldCall me anxiouscall me brokeBut I can't lift this on my ownPulling my weight in goldCall me anxiouscall me brokeBut I can't lift this on my ownOh Universe hold me up You tried your bestis it ever enough When it's already draggingme downI'm pulling my weight in goldCall me anxiouscall me brokeBut I can't lift this on my ownPulling my weight in goldCall me anxiouscall me brokeBut I can't lift this on my own,R&B
149,50,Lay Me Down,Sam Smith,Yes I do I believe That one day I will be where I was Right there right next to you And it's hard the days just seem so dark The moon the stars are nothing without you Your touch your skin where do I begin No words can explain the way I’m missing you The night this emptiness this hole that I’m inside These tears they tell their own story You told me not to cry when you were gone But the feeling’s overwhelming it's much too strong Can I lay by your side next to you you And make sure you’re alright I’ll take care of you And I don’t want to be here if I can’t be with you tonight I’m reaching out to you Can you hear my call Who's to say you won't hear me This hurt that I’ve been through I’m missing you missing you like crazy You told me not to cry when you were gone But the feeling’s overwhelming it's much too strong Can I lay by your side next to you you And make sure you’re alright I’ll take care of you And I don’t wanna be here if I can’t be with you tonight Lay me down tonight lay me by your side Lay me down tonight lay me by your side Can I lay by your side next to you you ou,R&B
150,1,Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber,I got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's itAnd I see you Ohthe way I breathe you in InIt's the texture of your skinI wanna wrap my arms around you babyNever let you go ohAnd I say ohthere's nothing like your touchIt's the way you lift me up yeahAnd I'll be right here with you'til the endI got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's itYou ain't sure yet but I'm for ya'All I could want all I can wish forNights alone that we miss moreAnd days we save as souvenirsThere's no timeI wanna make more timeAnd give you my whole lifeI left my girl I'm in MallorcaHate to leave her call it tortureRemember when I couldn't hold herLeft the baggage for a moverI got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's itI get the feeling so I'm sure SureHand in my hand because I'm yoursI can't I can't pretendI can't ignore you're right for meDon't think you wanna knowjust where I've been ohDon't be distractedThe one I need is right in my arms OhYour kisses taste the sweetest with mineAnd I'll be right here with you'til end of timeI got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's itI got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's itI got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's itI got my peaches out in GeorgiaOh yeah shitI get my weed from CaliforniaThat's that shitI took my chick up to the North yeahBadass bitchI get my light rightfrom the source yeahYeah that's it,Pop
151,2,Savage Love (Laxed - Siren Beat) (BTS Remix),Jawsh 685,Savage loveDid somebody did somebodyBreak your heartLookin' like an angelBut your savage loveWhen you kiss meI know you don't give two fucksBut I still want thatIf I woke up without youI don't know what I would doThought I could besingle forever 'till I met youUsually don't be fallin'be fallin' fallin' fastYou gotta way of keeping mecomin' back-to-backI just found out the only reasonthat you lovin' meWas to get back at your ex loverbut before you leaveUsually I would neverwould never even careBaby I know she creepin'I feel it in the airEvery night every day I try to make you stayBut yourSavage loveDid somebody did somebodyBreak your heartLookin' like an angelBut your savage loveBut when you kiss meI know you don't give two fucksBut I still want thatYour savage loveYour savage la-la-loveYour savage la-la-loveYou could use meCos I still want that사랑이란 어쩌면 순간의 감정의 나열조건이 다들 붙지 난 뭘 사랑하는가영원이라는 말은 어쩌면 모래성잔잔한 파도 앞에 힘없이 무너져Every night every dayI'm swept away by the waves Don't know what I'm thinkingCan’t get you outta my head 내가 두려운 게 그대이든 그때이든 불같이 사랑할래 그댈 지금Every night and every dayI try to make you stayBut yourSavage loveDid somebody did somebodyBreak your heartLookin' like an angelBut your savage loveBut when you kiss meI know you don't give two fucksBut I still want thatYour savage loveYour savage la-la-loveYour savage la-la-loveYou could use meCuz I still want thatYour savage loveYour savage la-la-loveYour savage la-la-loveYou could use meBabySavage loveDid somebody did somebodyBreak your heartLookin' like an angelBut your savage loveWhen you kiss meI know you don't give two fucksBut I still want thatYour savage love savage loveYour savage la-la-loveYour savage la-la-loveYou could use meCos I still want that your savage love,Pop
152,3,Off My Face,Justin Bieber,One touch and you got me stonedHigher than I've ever knownYou call the shots and I followSunrise but the night still young  No words but we speak in tonguesIf you let me I might say too muchYour touch blurred my visionIt's your world and I'm just in itEven sober I'm not thinkin' straight'Cause I'm off my facein love with youI'm out my head so into youand I don't know how you do itBut I'm forever ruined by youooh ooh oohCan't sleep'cause I'm way too buzzedToo late now you're in my bloodI don't hate the way you keep me upYour touch blurred my visionIt's your world and I'm just in itEven sober I'm not thinkin' straight'Cause I'm off my facein love with youI'm out my head so into youand I don't know how you do itBut I'm forever ruined by youooh ooh oohOoh-ooh-ooh ooh ooh ooh oohOoh-ooh-ooh ooh oohOoh-ooh-ooh ooh ooh ooh oohOoh-ooh-ooh ooh ooh'Cause I'm off my facein love with youI'm out my head so into youand I don't know how you do itBut I'm forever ruined by youooh ooh oohBy you ooh ooh ooh,Pop
153,4,2002,Anne-Marie,I will always rememberThe day you kissed my lipsLight as a featherAnd it went just like thisNo it's never been betterThan the summer of 2002We were only elevenBut acting like grown-upsLike we are in the presentDrinking from plastic cupsSinging love is forever and everWell I guess that was trueDancing on the hoodin the middle of the woodsOn an old Mustang where we sangSongs with allour childhood friendsAnd it went like this sayOops I got 99 problemssinging bye bye byeHold up if you wanna goand take a ride with meBetter hit me baby one more timePaint a picture for you and meOn the days when we were youngSinging at the top of both our lungsNow we're under the coversFast forward to eighteenWe are more than loversYeah we are all we needWhen we're holding each otherI'm taken back to 2002Dancing on the hoodin the middle of the woodsOn an old Mustangwhere we sangSongs with allour childhood friendsAnd it went like this sayOops I got 99 problemssinging bye bye byeHold up if you wanna goand take a ride with meBetter hit me babyone more timePaint a picture for you and meOn the days when we were youngSinging at the topof both our lungsOn the day we fell in loveOn the day we fell in loveDancing on the hoodin the middle of the woodsOn an old Mustangwhere we sangSongs with allour childhoods friendsOh nowOops I got 99 problemssinging bye bye byeHold up if you wanna goand take a ride with meBetter hit me babyone more timePaint a picture for you and meOn the days when we were youngSinging at the topof both our lungsOn the day we fell in loveOn the day we fell in loveOn the day we fell in loveOn the day we fell in loveOn the day we fell in lovelove love,Pop
154,5,12:45 (Stripped),Etham,It's 12 45 on a Tuesdayand I don't really care what you sayI'm just getting off my face tonightCause I'm just tryna live till the weekendAnd I don't know how I'm supposed to breathe whenEverything you say is playing on my mindYou don't know where I've beenAnd you don't know what I'm drinkingI need a moment to think about nothing at allOh baby you gotta stopI see that you're callingI told you that I ain't picking upI know that you wanna startCause we got our problemsI love you but I just need a night offIt's getting pretty deep in the A.M.And I should go home but I'm stayingI'll be sleeping on the cold floor tonightI hope you'll understand in the morning ohThat this is just my problem that I'm solvingYeah I got a lot of stuff on my mindI don't know where I've beenAnd what the hell am I drinkingAnd I can't help but to think yeah it's all my faultOh baby you gotta stopI see that you're callingI told you that I ain't picking upI know that you wanna startCause we got our problemsI love you but I just need a night offOh one nightJust one night offOh baby you gotta stopI see that you're callingI told you that I ain't picking upI know that you wanna startCause we got our problemsI love you but I just need a night offJust one night offI love you but I just need tonight offIt's 12 45 on a TuesdayI don't really care what you sayI'm just getting off my face tonight,Pop
155,6,Memories,Maroon 5,Here's to the ones that we gotCheers to the wish youwere here but you're not'Cause the drinks bringback all the memoriesof everythingwe've been throughToast to the ones here todayToast to the onesthat we lost on the way'Cause the drinksbring back all the memoriesAnd the memoriesbring back memoriesbring back youThere's a time that I rememberwhen I did not know no painWhen I believed in foreverand everything would stay the sameNow my heart feel like Decemberwhen somebody say your name'Cause I can't reach out to call youbut I know I will one day ayEverybody hurts sometimeseverybody hurts someday ay-ayEverything gon' be alrightgo and raise a glass and say heyHere's to the ones that we gotCheers to the wish you were herebut you're not'Cause the drinks bring backall the memories of everythingwe've been throughToast to the ones here todayToast to the ones thatwe lost on the wayCause the drinks bring backall the memoriesAnd the memories bring backmemories bring back youDoo-doo doo-doo-doo-dooDoo-doo-doo-doo doo-doo-doo-dooDoo-doo-doo-doo doo-doo-dooMemories bring back memoriesbring back youThere's a time thatI remember whenI never felt so lostWhen I felt all of the hatredwas too powerful to stopOoh yeahNow my heart feel like an ember and it's lighting up the darkI'll carry these torches for yaThat you knowI'll never drop yeahEverybody hurts sometimeseverybody hurts someday ay-ayEverything gon' be alrightgo and raise a glassand say heyHere's to the ones that we gotOhhCheers to the wish you were herebut you're not'Cause the drinks bringback all the memoriesof everything we've been throughNo noToast to the ones here todayAyToast to the ones thatwe lost on the way'Cause the drinks bring backall the memoriesayAnd the memories bring backmemoriesbring back youDoo-doo doo-doo-doo-dooDoo-doo-doo-doo doo-doo-doo-dooDoo-doo-doo-doo doo-doo-dooMemories bring back memoriesbring back youDoo-doo doo-doo-doo-dooDoo-doo-doo-doo doo-doo-doo-dooDoo-doo-doo-doo doo-doo-dooOoh yeahMemories bring back memoriesbring back youYeah yeah yeahMmm yeah yeah noMemories bring back memoriesbring back you,Pop
